RSSI,Energy,ActivityScore,Label
-34.0,7.15,1.3809,0
-34.0,6.9,1.299,0
-34.0,7.08,1.207,0
-34.0,6.95,1.2093,0
-34.0,6.99,1.207,0
-34.0,6.92,1.1124,0
-34.0,6.9,1.1124,0
-34.0,7.04,1.1124,0
-34.0,6.84,1.1124,0
-34.0,7.04,1.1124,0
-34.0,6.97,1.1124,0
-34.0,7.23,1.1124,0
-34.0,7.0,1.1124,0
-34.0,7.08,1.1124,0
-34.0,6.92,1.1124,0
-34.0,6.9,1.1099,0
-34.0,6.94,1.1023,0
-34.0,6.78,1.1023,0
-34.0,7.02,1.1023,0
-34.0,6.93,0.9605,0
-34.0,7.2,0.7649,0
-34.0,7.0,0.8584,0
-34.0,7.13,0.9367,0
-34.0,6.93,1.0034,0
-34.0,7.06,1.0607,0
-34.0,7.0,1.0607,0
-34.0,6.95,1.0034,0
-34.0,6.98,0.9367,0
-34.0,6.88,0.9367,0
-34.0,7.12,0.9367,0
-34.0,6.95,0.9367,0
-34.0,7.19,0.9367,0
-34.0,6.9,0.9367,0
-34.0,7.01,0.9367,0
-34.0,6.98,0.6,0
-34.0,7.17,0.6,0
-34.0,7.01,0.6,0
-34.0,7.09,0.6,0
-34.0,7.19,0.6,0
-34.0,6.98,0.6,0
-34.0,7.22,0.6,0
-34.0,7.0,0.5356,0
-34.0,7.25,0.45,0
-34.0,7.04,0.0,0
-34.0,7.2,0.0,0
-34.0,6.99,0.0,0
-34.0,6.94,0.0,0
-34.0,6.94,0.0,0
-34.0,6.99,0.0,0
-34.0,7.07,0.0,0
-34.0,6.91,0.0,0
-34.0,7.13,0.0,0
-34.0,6.85,0.0,0
-34.0,7.03,0.0,0
-34.0,6.94,0.0,0
-34.0,6.85,0.0,0
-34.0,6.96,0.0,0
-34.0,6.94,0.45,0
-34.0,7.04,0.5356,0
-34.0,6.82,0.5356,0
-34.0,6.97,0.5356,0
-34.0,6.79,0.5356,0
-34.0,7.01,0.5356,0
-34.0,6.84,0.6,0
-34.0,6.98,0.6495,0
-34.0,6.88,0.6874,0
-34.0,7.01,0.6874,0
-34.0,6.97,0.6495,0
-34.0,6.91,0.6495,0
-34.0,6.95,0.6495,0
-34.0,6.82,0.6874,0
-34.0,7.1,0.7155,0
-34.0,6.94,0.7155,0
-34.0,7.11,0.7155,0
-34.0,6.97,0.7155,0
-34.0,6.93,0.7155,0
-34.0,6.91,0.7155,0
-34.0,6.76,0.6874,0
-34.0,6.89,0.6495,0
-34.0,6.74,0.6495,0
-34.0,6.89,0.6495,0
-34.0,6.66,0.6495,0
-34.0,6.68,0.6495,0
-34.0,6.68,0.6,0
-34.0,6.7,0.5356,0
-34.0,6.78,0.45,0
-34.0,6.7,0.45,0
-34.0,6.86,0.45,0
-34.0,6.71,0.45,0
-34.0,6.98,0.45,0
-34.0,7.01,0.0,0
-34.0,7.01,0.0,0
-34.0,6.97,0.0,0
-34.0,7.05,0.0,0
-34.0,6.98,0.0,0
-34.0,6.94,0.0,0
-34.0,7.05,0.0,0
-34.0,6.94,0.0,0
-34.0,7.06,0.0,0
-34.0,6.89,0.0,0
-34.0,7.11,0.0,0
-34.0,6.94,0.0,0
-34.0,7.0,0.0,0
-34.0,6.86,0.0,0
-34.0,6.92,0.0,0
-34.0,6.87,0.0,0
-34.0,6.96,0.0,0
-34.0,6.96,0.0,0
-34.0,6.89,0.0,0
-34.0,7.0,0.0,0
-34.0,6.85,0.0,0
-34.0,7.09,0.0,0
-34.0,6.86,0.0,0
-34.0,7.09,0.0,0
-34.0,7.01,0.0,0
-34.0,7.1,0.0,0
-34.0,6.97,0.0,0
-34.0,6.96,0.0,0
-34.0,6.93,0.0,0
-34.0,6.79,0.0,0
-34.0,7.01,0.0,0
-34.0,6.76,0.0,0
-34.0,6.95,0.0,0
-34.0,6.81,0.0,0
-34.0,6.84,0.0,0
-34.0,6.87,0.0,0
-34.0,6.78,0.0,0
-34.0,6.95,0.0,0
-34.0,6.75,0.0,0
-34.0,6.95,0.0,0
-34.0,6.76,0.0,0
-34.0,6.95,0.0,0
-34.0,6.8,0.0,0
-34.0,6.99,0.0,0
-34.0,6.9,0.0,0
-34.0,7.04,0.0,0
-34.0,6.84,0.0,0
-34.0,6.91,0.0,0
-34.0,6.9,0.0,0
-34.0,6.69,0.0,0
-34.0,6.98,0.0,0
-34.0,6.89,0.0,0
-34.0,7.16,0.0,0
-34.0,7.06,0.0,0
-34.0,7.11,0.0,0
-34.0,7.11,0.0,0
-34.0,7.03,0.0,0
-34.0,7.15,0.0,0
-34.0,7.13,0.0,0
-34.0,7.29,0.0,0
-34.0,6.99,0.0,0
-34.0,7.18,0.0,0
-34.0,7.07,0.0,0
-34.0,7.27,0.0,0
-34.0,7.01,0.0,0
-34.0,7.02,0.0,0
-34.0,6.94,0.0,0
-34.0,7.03,0.0,0
-34.0,7.0,0.45,0
-34.0,7.04,0.45,0
-34.0,7.12,0.45,0
-34.0,6.92,0.45,0
-34.0,7.09,0.45,0
