RSSI,Energy,ActivityScore,Label
0.0,0.81,24.5188,6
0.0,2.62,28.5733,6
0.0,4.55,31.6968,6
0.0,5.08,34.1457,6
0.0,5.87,36.0577,6
0.0,6.01,37.515,6
0.0,6.26,38.5692,6
0.0,6.51,42.1593,6
0.0,6.59,42.2997,6
0.0,6.74,42.1201,6
-49.0,6.67,41.6165,6
-49.0,6.75,40.7768,6
-49.0,6.69,43.364,6
-49.0,6.71,43.1934,6
-49.0,6.75,40.9698,6
-49.0,6.79,38.267,6
-49.0,6.68,34.9741,6
-49.0,6.68,30.9032,6
-49.0,6.52,26.9603,6
-49.0,6.63,19.7146,6
-49.0,6.7,19.8231,6
-49.0,6.7,19.8231,6
-49.0,6.82,19.8231,6
-49.0,6.66,19.8231,6
-49.0,6.72,19.8231,6
-49.0,6.61,19.8231,6
-49.0,6.75,19.8231,6
-49.0,6.58,18.8862,6
-49.0,6.66,18.8862,6
-49.0,6.54,18.8862,6
-49.0,6.66,18.8523,6
-49.0,6.69,19.8911,6
-49.0,6.66,18.8241,6
-49.0,6.74,17.7159,6
-49.0,6.79,17.6266,6
-49.0,6.78,17.534,6
-49.0,6.54,17.4379,6
-49.0,6.58,17.3385,6
-49.0,6.5,15.5697,6
-50.0,6.59,15.4833,6
-50.0,6.52,13.6184,6
-52.0,6.64,13.5458,6
-52.0,6.7,15.2991,6
-52.0,6.76,15.2012,6
-52.0,6.79,15.0992,6
-52.0,6.78,14.9932,6
-52.0,6.81,14.8831,6
-52.0,6.83,14.7687,6
-52.0,6.79,14.65,6
-52.0,6.65,14.5268,6
-52.0,6.64,14.4499,6
-52.0,6.55,14.7725,6
-52.0,6.55,11.26,6
-52.0,6.65,11.26,6
-52.0,6.79,11.26,6
-52.0,6.75,11.26,6
-52.0,6.66,11.26,6
-52.0,6.64,11.26,6
-52.0,6.68,11.26,6
-52.0,6.75,11.26,6
-52.0,6.6,11.26,6
-52.0,6.66,11.26,6
-52.0,6.63,8.4999,6
-52.0,6.57,8.4999,6
-52.0,6.44,8.4999,6
-52.0,6.59,8.4999,6
-52.0,6.61,8.4999,6
-52.0,6.69,8.4999,6
-52.0,6.61,8.4999,6
-52.0,6.59,8.4999,6
-52.0,6.64,8.4999,6
-52.0,6.65,0.0,6
-52.0,6.67,0.0,6
-52.0,6.51,0.0,6
-52.0,6.57,0.0,6
-52.0,6.52,0.0,6
-52.0,6.56,7.5191,6
-52.0,6.62,7.5191,6
-52.0,6.71,7.5191,6
-52.0,6.69,7.5191,6
-52.0,6.69,7.5191,6
-52.0,6.63,7.5191,6
-52.0,6.69,7.5191,6
-52.0,6.62,10.35,6
-52.0,6.54,10.35,6
-52.0,6.53,10.35,6
-52.0,6.48,10.35,6
-52.0,6.5,11.6564,6
-52.0,6.43,11.6564,6
-52.0,6.55,11.6564,6
-52.0,6.58,11.6564,6
-52.0,6.72,11.6564,6
-52.0,6.7,11.6923,6
-52.0,6.76,11.7276,6
-52.0,6.77,11.7276,6
-52.0,6.7,11.7276,6
-52.0,6.69,11.7276,6
-52.0,6.46,11.7276,6
-52.0,6.56,11.806,6
-52.0,6.54,11.8396,6
-52.0,6.69,11.8396,6
-52.0,6.67,11.8396,6
-52.0,6.68,11.8725,6
-52.0,6.7,9.7081,6
-52.0,6.71,9.7338,6
-52.0,6.76,9.7338,6
-52.0,6.58,12.9548,6
-52.0,6.64,11.8251,6
-52.0,6.7,11.882,6
-51.0,6.77,11.9049,6
