RSSI,Energy,ActivityScore,Label
0.0,0.52,26.1534,5
0.0,2.3,35.7758,5
0.0,4.12,42.4924,5
0.0,4.58,47.2557,5
0.0,5.33,51.1874,5
0.0,5.55,53.9676,5
0.0,5.92,56.1198,5
0.0,5.97,57.5111,5
0.0,6.11,58.3818,5
0.0,6.04,59.3998,5
-72.0,6.12,58.6657,5
-77.0,6.03,58.5162,5
-77.0,6.12,56.6309,5
-77.0,6.05,55.0303,5
-77.0,6.13,51.7769,5
-77.0,6.04,48.2162,5
-78.0,6.12,43.2182,5
-78.0,6.11,36.7897,5
-79.0,6.17,27.2879,5
-79.0,6.15,7.896,5
-79.0,6.18,7.8985,5
-79.0,6.11,8.0931,5
-81.0,6.16,8.0722,5
-81.0,6.13,8.2035,5
-81.0,6.22,8.1674,5
-82.0,6.11,8.1457,5
-82.0,6.12,8.0425,5
-82.0,6.13,7.9443,5
-82.0,6.13,7.7957,5
-82.0,6.09,8.0345,5
-82.0,6.09,7.2947,5
-82.0,6.09,7.327,5
-82.0,6.02,6.656,5
-81.0,6.12,6.5966,5
-81.0,6.09,5.7823,5
-81.0,6.09,5.9977,5
-81.0,6.13,6.0634,5
-81.0,6.09,6.0856,5
-81.0,6.05,6.1165,5
-81.0,6.14,5.9713,5
-80.0,6.22,5.9718,5
-80.0,6.13,5.9145,5
-80.0,6.1,5.9901,5
-80.0,6.22,5.4965,5
-79.0,6.1,5.4596,5
-79.0,6.31,4.9812,5
-79.0,6.2,4.9403,5
-79.0,6.29,4.3442,5
-79.0,6.1,4.2,5
-79.0,6.28,4.0137,5
-79.0,6.16,4.0326,5
-79.0,6.33,3.8964,5
-79.0,6.19,3.9373,5
-79.0,6.28,3.753,5
-79.0,6.17,3.8088,5
-79.0,6.32,3.5898,5
-79.0,6.21,4.3338,5
-79.0,6.27,4.7765,5
-79.0,6.15,5.4348,5
-79.0,6.19,5.9831,5
-79.0,6.16,6.7729,5
-79.0,6.21,6.6051,5
-79.0,6.17,6.9374,5
-79.0,6.16,6.9325,5
-80.0,6.12,7.1372,5
-80.0,6.06,7.1353,5
-81.0,6.07,7.3178,5
-81.0,6.14,7.3097,5
-81.0,6.16,7.5221,5
-81.0,6.13,7.476,5
-81.0,6.15,7.4318,5
-81.0,6.13,7.4318,5
-81.0,6.12,7.4609,5
-82.0,6.21,7.4439,5
-82.0,6.2,7.1937,5
-82.0,6.18,7.1937,5
-82.0,6.15,7.4288,5
-82.0,6.15,6.5876,5
-81.0,6.16,6.7899,5
-81.0,6.22,6.1165,5
-81.0,6.25,6.1165,5
-81.0,6.17,6.0164,5
-81.0,6.22,6.1165,5
-81.0,6.13,6.2655,5
-81.0,6.15,6.3,5
-80.0,6.25,6.3125,5
-80.0,6.23,6.2187,5
-80.0,6.32,6.2046,5
-79.0,6.25,5.7236,5
-79.0,6.23,5.7236,5
-79.0,6.3,5.2371,5
-79.0,6.18,5.1875,5
-79.0,6.22,4.1461,5
-78.0,6.1,3.9573,5
-78.0,6.24,3.4361,5
-78.0,6.11,3.2957,5
-79.0,6.28,3.2136,5
-78.0,6.22,3.1634,5
-79.0,6.35,3.142,5
-79.0,6.19,4.6783,5
-79.0,6.25,4.4975,5
-79.0,6.14,4.5367,5
-79.0,6.22,4.37,5
-79.0,6.06,5.3303,5
-79.0,6.17,5.7138,5
-80.0,6.04,6.4622,5
-80.0,6.14,6.6729,5
-80.0,6.24,6.9455,5
-80.0,6.18,6.8476,5
-80.0,6.16,6.9855,5
-80.0,6.16,7.3251,5
-80.0,6.18,7.5281,5
-80.0,6.22,7.6261,5
-80.0,6.17,7.7957,5
-80.0,6.2,7.7856,5
-81.0,6.16,7.9779,5
-81.0,6.19,7.974,5
-81.0,6.17,8.0341,5
-81.0,6.08,8.0341,5
-81.0,6.09,7.8414,5
-81.0,6.15,7.8317,5
-81.0,6.1,7.8414,5
-81.0,6.16,7.8414,5
-81.0,6.14,7.5821,5
-81.0,6.19,6.8489,5
-81.0,6.15,6.5658,5
-81.0,6.12,5.8264,5
-81.0,6.09,5.8264,5
-82.0,6.12,5.8114,5
-81.0,6.07,6.1956,5
-81.0,6.07,5.6305,5
-81.0,6.11,5.7799,5
-81.0,6.13,5.884,5
-81.0,6.15,5.884,5
-81.0,6.16,6.0075,5
-81.0,6.17,6.2929,5
-81.0,6.21,6.3267,5
-81.0,6.18,6.3511,5
-81.0,6.2,6.4605,5
-80.0,6.16,6.3865,5
-79.0,6.15,6.4391,5
-79.0,6.21,6.0611,5
-79.0,6.26,6.0351,5
-79.0,6.38,5.5818,5
-79.0,6.24,5.55,5
-79.0,6.36,4.9857,5
-79.0,6.31,4.9181,5
-79.0,6.42,4.232,5
-78.0,6.22,4.0382,5
-79.0,6.25,4.0214,5
-78.0,6.17,3.9941,5
-79.0,6.29,3.8382,5
-79.0,6.15,3.9194,5
-79.0,6.28,3.9144,5
-79.0,6.15,5.1499,5
-79.0,6.29,5.414,5
-80.0,6.1,5.9901,5
-80.0,6.2,6.3178,5
-80.0,6.14,6.765,5
-80.0,6.18,6.4948,5
-80.0,6.12,7.1844,5
-80.0,6.25,7.7159,5
-80.0,6.17,7.9298,5
-81.0,6.24,7.9412,5
-81.0,6.18,8.126,5
-81.0,6.26,8.0983,5
-81.0,6.17,8.2004,5
-81.0,6.16,8.1922,5
-82.0,6.14,8.1315,5
-82.0,6.15,8.1277,5
-82.0,6.07,8.1208,5
-82.0,6.1,8.1208,5
-82.0,6.06,7.8643,5
-82.0,6.1,7.8818,5
-82.0,6.07,7.7275,5
-82.0,6.14,6.8229,5
-82.0,6.15,7.1703,5
-82.0,6.2,6.2028,5
-82.0,6.19,6.6085,5
-82.0,6.16,6.7462,5
-82.0,6.17,6.6792,5
-82.0,6.25,5.884,5
-82.0,6.19,6.0856,5
-81.0,6.23,6.0912,5
-81.0,6.16,6.1569,5
-81.0,6.28,6.1751,5
-80.0,6.21,6.0648,5
-80.0,6.19,6.0276,5
-80.0,6.32,5.7726,5
-80.0,6.16,5.7197,5
-80.0,6.31,5.128,5
-80.0,6.21,5.1,5
-80.0,6.24,6.139,5
-80.0,6.11,6.1751,5
-80.0,6.22,5.6499,5
-80.0,6.17,5.5818,5
-80.0,6.31,5.4348,5
-80.0,6.2,5.4062,5
-80.0,6.34,5.1412,5
-80.0,6.13,5.3266,5
-80.0,6.32,5.0261,5
-80.0,6.22,5.163,5
-80.0,6.25,4.9494,5
-80.0,6.18,5.0972,5
-80.0,6.38,4.8669,5
-80.0,6.29,5.8749,5
-80.0,6.32,6.4041,5
-80.0,6.22,6.6826,5
-80.0,6.22,7.1135,5
-81.0,6.14,7.8144,5
-81.0,6.23,7.8245,5
-81.0,6.2,8.2742,5
-81.0,6.19,7.549,5
-81.0,6.17,8.1398,5
-81.0,6.17,8.1398,5
-81.0,6.14,8.464,5
-81.0,6.09,8.464,5
-81.0,6.1,8.484,5
-81.0,6.16,8.484,5
-81.0,6.19,8.323,5
-81.0,6.21,8.323,5
-81.0,6.24,8.1509,5
-81.0,6.21,8.1509,5
-81.0,6.15,8.2582,5
-81.0,6.12,8.2582,5
-81.0,6.14,8.3446,5
-81.0,6.14,7.6965,5
-81.0,6.18,8.0232,5
-81.0,6.25,7.4136,5
-81.0,6.15,7.3622,5
-81.0,6.22,7.3882,5
-81.0,6.16,7.27,5
-81.0,6.3,7.3024,5
-80.0,6.24,6.8554,5
-80.0,6.18,6.862,5
-80.0,6.35,6.15,5
-79.0,6.25,6.1569,5
-79.0,6.38,5.6045,5
-79.0,6.24,5.5818,5
-79.0,6.35,4.6573,5
-78.0,6.18,4.5861,5
-78.0,6.28,3.2683,5
-78.0,6.18,3.1276,5
-79.0,6.33,2.9727,5
-79.0,6.19,2.8252,5
-79.0,6.36,2.777,5
-79.0,6.21,2.8102,5
-79.0,6.24,2.7,5
-79.0,6.18,2.7031,5
-79.0,6.32,2.6665,5
-79.0,6.15,2.9038,5
-79.0,6.16,3.2337,5
-79.0,6.07,4.2763,5
-79.0,6.14,4.6741,5
-79.0,6.03,5.96,5
-79.0,6.13,6.1933,5
-79.0,6.1,6.8489,5
-79.0,6.16,6.898,5
-79.0,6.13,7.4015,5
-79.0,6.13,7.3984,5
-80.0,6.13,7.896,5
-81.0,6.2,7.8928,5
-81.0,6.13,8.2104,5
-81.0,6.1,8.1784,5
-81.0,6.11,8.5022,5
-81.0,6.19,8.5022,5
-82.0,6.11,8.6361,5
-82.0,6.21,8.6361,5
-82.0,6.23,8.6751,5
-82.0,6.26,8.6751,5
-82.0,6.23,8.6751,5
-82.0,6.3,8.0415,5
-82.0,6.22,8.3866,5
-82.0,6.26,7.5579,5
-81.0,6.22,7.6412,5
-81.0,6.32,7.1246,5
-81.0,6.26,7.322,5
-81.0,6.25,7.3557,5
-81.0,6.26,7.8212,5
-81.0,6.21,7.8288,5
-81.0,6.13,7.8388,5
-81.0,6.2,7.846,5
-81.0,6.08,7.8414,5
-81.0,6.17,7.9387,5
-80.0,6.26,7.7275,5
-80.0,6.13,7.7435,5
-80.0,6.28,7.1765,5
-80.0,6.13,7.1781,5
-80.0,6.35,7.8317,5
-79.0,6.23,7.8155,5
-80.0,6.32,8.6751,5
-79.0,6.1,8.767,5
-80.0,6.28,8.5368,5
-79.0,6.19,8.6416,5
-80.0,6.35,8.4,5
-79.0,6.25,8.5048,5
-80.0,6.37,8.2469,5
-79.0,6.2,8.4224,5
-79.0,6.4,8.0537,5
-79.0,6.16,8.7271,5
-79.0,6.36,8.8918,5
-79.0,6.29,9.2964,5
-79.0,6.45,9.5515,5
-79.0,6.3,9.8462,5
-79.0,6.4,9.6453,5
-81.0,6.31,9.8761,5
-81.0,6.33,9.8758,5
