RSSI,Energy,ActivityScore,Label
0.0,1.19,17.9805,8
0.0,3.25,24.75,8
0.0,4.39,29.4584,8
0.0,5.5,33.1513,8
0.0,6.01,39.6182,8
0.0,6.32,41.3191,8
0.0,6.6,42.6472,8
0.0,6.82,43.5317,8
0.0,7.0,43.9244,8
0.0,7.05,44.0665,8
-55.0,7.12,43.668,8
-55.0,7.13,42.926,8
-55.0,7.19,41.7013,8
-55.0,7.2,40.06,8
-55.0,7.26,37.8858,8
-55.0,7.14,35.0797,8
-55.0,6.97,31.5018,8
-56.0,7.06,26.7878,8
-56.0,6.95,20.1559,8
-56.0,7.02,7.6408,8
-56.0,6.98,7.6083,8
-56.0,7.06,7.5728,8
-56.0,6.85,12.5311,8
-56.0,7.03,12.5093,8
-56.0,6.97,10.4385,8
-57.0,7.22,10.3974,8
-57.0,7.06,10.3815,8
-57.0,7.05,10.3649,8
-57.0,7.08,10.3192,8
-57.0,7.15,10.3192,8
-57.0,7.29,10.2712,8
-57.0,7.2,10.2517,8
-57.0,7.22,10.2,8
-57.0,7.26,10.1787,8
-57.0,7.37,10.1569,8
-57.0,7.12,14.177,8
-57.0,7.27,14.177,8
-57.0,7.14,14.177,8
-57.0,7.09,14.177,8
-57.0,7.17,14.177,8
-57.0,7.04,14.177,8
-57.0,7.18,14.177,8
-57.0,7.09,10.4614,8
-57.0,7.1,10.4614,8
-57.0,7.22,10.4614,8
-57.0,7.35,10.4614,8
-57.0,7.18,10.4614,8
-57.0,7.22,10.4614,8
-57.0,7.2,10.4614,8
-57.0,7.22,10.4614,8
-57.0,7.12,10.4614,8
-57.0,7.05,10.4614,8
-57.0,7.16,10.4614,8
-57.0,7.02,10.4614,8
-57.0,7.11,12.7421,8
-57.0,7.05,7.846,8
-57.0,7.05,7.846,8
-57.0,6.97,7.846,8
-57.0,7.08,7.846,8
-57.0,7.1,12.7421,8
-57.0,7.14,12.7421,8
-57.0,7.02,12.7421,8
-57.0,7.1,12.7421,8
-57.0,7.06,12.7421,8
-57.0,6.93,12.7421,8
-57.0,7.15,12.7421,8
-57.0,7.03,12.7421,8
-57.0,7.05,14.2971,8
-57.0,7.03,14.2971,8
-57.0,7.1,14.2971,8
-57.0,7.02,16.7201,8
-57.0,7.04,16.7201,8
-57.0,6.9,16.7201,8
-57.0,6.87,16.7201,8
-57.0,7.01,15.5313,8
-57.0,6.96,15.5313,8
-57.0,7.09,15.5313,8
-57.0,7.03,15.5313,8
-57.0,6.97,15.5313,8
-57.0,7.08,12.2973,8
-57.0,7.11,12.2973,8
-57.0,6.9,12.2973,8
-57.0,6.98,12.2973,8
-57.0,6.91,12.2973,8
-57.0,7.0,14.0784,8
-57.0,6.98,14.0784,8
-57.0,6.76,15.1863,8
-57.0,6.93,13.9288,8
-57.0,6.83,13.9288,8
-57.0,6.95,15.3226,8
-57.0,6.82,12.5095,8
-57.0,6.78,14.112,8
-57.0,6.86,14.112,8
-57.0,6.82,14.112,8
-57.0,6.88,14.112,8
-57.0,6.95,14.112,8
-57.0,6.98,14.112,8
-57.0,6.8,14.112,8
-57.0,6.92,14.112,8
-57.0,6.75,14.112,8
-57.0,6.88,14.112,8
-57.0,6.87,14.112,8
-57.0,7.01,14.112,8
-57.0,6.89,14.112,8
-57.0,6.92,14.112,8
-57.0,6.96,14.112,8
-57.0,6.98,12.8546,8
-57.0,6.85,12.8546,8
-57.0,7.05,12.8546,8
-57.0,7.03,12.1898,8
-57.0,6.97,13.6942,8
-57.0,7.11,12.0026,8
-57.0,7.01,12.0026,8
-57.0,7.12,13.5374,8
-57.0,7.05,13.5374,8
-57.0,7.15,13.5374,8
-57.0,7.0,13.5374,8
-57.0,7.08,13.5374,8
-57.0,6.95,13.5374,8
-57.0,7.13,13.5374,8
-57.0,7.01,13.5374,8
-57.0,7.05,13.5374,8
-57.0,6.99,13.5374,8
-57.0,6.98,13.5374,8
-57.0,7.05,11.812,8
-57.0,7.01,11.812,8
-57.0,7.08,13.3784,8
-57.0,6.83,13.3784,8
-57.0,7.05,13.3784,8
-57.0,6.76,12.319,8
-57.0,6.93,10.35,8
-57.0,6.98,14.8301,8
-57.0,7.1,14.8301,8
-57.0,7.13,13.3567,8
-57.0,7.23,13.3567,8
-57.0,7.05,13.3567,8
-57.0,7.06,13.3567,8
-57.0,7.14,13.3567,8
-57.0,6.85,13.3567,8
-57.0,7.01,13.3567,8
-57.0,6.9,13.3567,8
-57.0,6.99,13.3567,8
-57.0,6.96,13.3567,8
-57.0,6.99,13.3567,8
-57.0,6.97,16.5305,8
-57.0,7.14,16.5305,8
-57.0,6.97,15.3074,8
-57.0,6.95,16.7925,8
-57.0,7.01,16.7925,8
-57.0,6.84,16.7925,8
-57.0,7.08,16.7925,8
-57.0,6.95,13.1872,8
-57.0,7.0,15.3035,8
-57.0,7.11,15.3035,8
-57.0,7.03,15.3035,8
-57.0,6.86,15.3035,8
-57.0,6.98,15.3035,8
-57.0,6.85,15.3035,8
-57.0,6.99,15.3035,8
-57.0,6.9,15.3035,8
-57.0,6.88,15.3035,8
-57.0,7.04,15.3035,8
-57.0,6.88,15.3035,8
-57.0,7.0,16.5169,8
-57.0,6.92,13.588,8
-57.0,6.97,15.0225,8
