RSSI,Energy,ActivityScore,Label
0.0,1.38,17.9805,1
0.0,3.28,24.75,1
0.0,4.61,29.4584,1
0.0,5.28,33.0,1
0.0,5.8,35.7235,1
0.0,6.07,37.8063,1
0.0,6.24,39.35,1
0.0,6.51,40.4166,1
0.0,6.55,41.0432,1
0.0,6.59,44.1196,1
-55.0,6.72,43.7357,1
-55.0,6.57,42.9542,1
-55.0,6.66,41.7526,1
-55.0,6.59,40.0932,1
-55.0,6.65,37.9159,1
-55.0,6.55,35.1246,1
-55.0,6.74,31.5567,1
-55.0,6.56,26.9051,1
-55.0,6.69,20.443,1
-55.0,6.61,8.8268,1
-55.0,6.72,8.8268,1
-55.0,6.66,8.8268,1
-55.0,6.55,12.15,1
-55.0,6.71,12.15,1
-55.0,6.55,12.15,1
-55.0,6.75,12.15,1
-55.0,6.59,12.15,1
-55.0,6.66,13.7908,1
-55.0,6.54,13.7908,1
-55.0,6.62,11.3195,1
-55.0,6.63,11.3486,1
-55.0,6.62,11.3486,1
-55.0,6.46,15.5181,1
-55.0,6.48,15.5181,1
-55.0,6.61,15.5181,1
-55.0,6.53,15.5181,1
-55.0,6.54,15.5181,1
-55.0,6.47,15.5181,1
-55.0,6.56,15.4716,1
-55.0,6.52,15.4236,1
-55.0,6.48,17.011,1
-55.0,6.57,17.011,1
-55.0,6.58,15.4236,1
-55.0,6.68,15.4236,1
-55.0,6.58,15.4236,1
-55.0,6.66,16.3732,1
-55.0,6.57,16.3732,1
-55.0,6.58,15.2904,1
-55.0,6.6,15.2904,1
-55.0,6.63,15.2549,1
-55.0,6.52,15.2189,1
-55.0,6.58,15.2189,1
-55.0,6.45,11.0255,1
-55.0,6.53,11.0255,1
-55.0,6.52,11.0255,1
-55.0,6.48,11.0255,1
-55.0,6.51,11.0255,1
-55.0,6.52,11.0255,1
-55.0,6.52,11.0581,1
-55.0,6.54,11.0886,1
-55.0,6.48,7.1922,1
-55.0,6.41,7.1922,1
-55.0,6.49,7.1922,1
-55.0,6.38,7.1922,1
-55.0,6.43,11.0886,1
-55.0,6.4,8.8268,1
-55.0,6.35,8.8268,1
-55.0,6.43,8.8268,1
-55.0,6.37,8.8268,1
-55.0,6.47,11.2899,1
-55.0,6.4,11.2899,1
-55.0,6.48,13.2485,1
-55.0,6.5,13.2485,1
-55.0,6.48,13.2485,1
-55.0,6.45,13.2485,1
-55.0,6.56,13.2485,1
-55.0,6.44,13.2485,1
-55.0,6.56,13.2485,1
-55.0,6.6,13.2485,1
-55.0,6.55,13.2017,1
-55.0,6.54,13.153,1
-55.0,6.41,13.1237,1
-55.0,6.5,13.1237,1
-55.0,6.45,15.0382,1
-55.0,6.52,13.1237,1
-55.0,6.38,13.1237,1
-55.0,6.37,16.2961,1
-55.0,6.41,16.2961,1
-55.0,6.35,16.2961,1
-55.0,6.37,16.8192,1
-55.0,6.42,16.8192,1
-55.0,6.38,15.6983,1
-55.0,6.4,16.8192,1
-55.0,6.37,16.8192,1
-55.0,6.38,17.6878,1
-55.0,6.41,17.6878,1
-55.0,6.52,17.6878,1
-55.0,6.47,20.0119,1
-55.0,6.5,20.0119,1
-55.0,6.41,20.0119,1
-55.0,6.52,20.1,1
-55.0,6.48,20.5779,1
-55.0,6.5,20.5779,1
-55.0,6.53,20.4017,1
-55.0,6.51,20.4017,1
-55.0,6.52,20.4017,1
-55.0,6.51,18.8523,1
-55.0,6.64,18.8523,1
